NC162	NC163	NC164	NC165	NC134	NC135	NC136	NC137	NC138	NC106	NC107	NC108	NC109	NC110	NC73	NC74	NC88	NC89	NC58	NC59	NC43	NC44	NC4	NC13	NC14	NC23	NC24	NC33	NC34	NC3	AppBBS155	AppBBS156	AppBBS183	AppBBS184	AppBBS100	AppBBS127	AppBBS128	AppBBS70	AppBBS85	AppBBS55	BBS170	BBS171	BBS142	BBS113	BBS114	BBS115	BBS7	BBS8	BBS169	BBS143	BBS144	BBS93	BBS77	BBS78	BBS92	BBS62	BBS63	BBS47	BBS48	BBS17	BBS18	BBS27	BBS28	BBS37	BBS38	AppNPH147	AppNPH148	AppNPH149	AppNPH150	AppNPH151	AppNPH152	AppNPH153	AppNPH174	AppNPH175	AppNPH176	AppNPH177	AppNPH178	AppNPH179	AppNPH180	AppNPH181	AppNPH182	AppNPH96	AppNPH97	AppNPH98	AppNPH99	AppNPH118	AppNPH119	AppNPH120	AppNPH121	AppNPH122	AppNPH123	AppNPH124	AppNPH125	AppNPH126	AppNPH69	AppNPH81	AppNPH82	AppNPH83	AppNPH84	AppNPH67	AppNPH68	AppNPH52	AppNPH53	AppNPH54	NPH158	NPH160	NPH133	NPH103	NPH104	NPH105	NPH129	NPH72	NPH86	NPH157	NPH159	NPH161	NPH131	NPH132	NPH101	NPH102	NPH130	NPH71	NPH87	NPH56	NPH57	NPH41	NPH42	NPH2	NPH1	NPH11	NPH12	NPH21	NPH22	NPH31	NPH32	CKD140	CKD166	CKD167	CKD168	CKD141	CKD112	CKD76	CKD91	CKD45	CKD46	CKD25	CKD139	CKD111	CKD75	CKD90	CKD60	CKD61	CKD5	CKD15	CKD16	CKD26	CKD36	T: Genes	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: First.Protein.Description
12,7494	11,8575	NaN	NaN	11,3697	12,0619	11,7516	11,9268	10,5354	12,5284	12,3994	11,638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,6926	11,5071	NaN	12,5455	NaN	12,9134	10,8782	NaN	13,1357	13,3432	12,2701	NaN	NaN	10,9996	12,0365	12,5925	13,7649	11,5348	NaN	12,3697	NaN	NaN	12,7405	10,497	13,2851	NaN	NaN	NaN	12,5129	12,3669	12,148	12,1062	NaN	12,2929	12,4574	NaN	12,1563	13,349	13,5036	12,7681	11,9856	12,7524	NaN	11,7013	12,1163	12,4192	11,7402	11,8578	NaN	12,2819	12,8247	NaN	12,6627	12,7198	13,3166	NaN	NaN	12,5076	12,7763	11,8172	NaN	NaN	12,5624	NaN	NaN	NaN	NaN	12,5796	11,1421	11,6748	11,8401	11,8239	11,6892	12,7811	11,8862	NaN	NaN	11,3492	NaN	NaN	12,7713	11,5018	12,6347	12,6401	NaN	12,2196	12,4577	NaN	12,0712	11,9241	NaN	12,6084	12,705	NaN	11,4498	NaN	NaN	NaN	12,0346	NaN	NaN	10,6033	NaN	NaN	NaN	13,2482	NaN	NaN	11,7832	NaN	NaN	NaN	10,7894	13,0678	NaN	NaN	12,0975	12,8023	NaN	NaN	NaN	NaN	NaN	NaN	12,3998	12,9171	10,4124	NaN	10,7345	NaN	NaN	11,6697	12,031	12,1067	NaN	NaN	11,1507	LSM3	P62310	P62310	LSM3_HUMAN	U6 snRNA-associated Sm-like protein LSm3
11,7599	12,4223	11,0095	11,5102	12,8022	11,1275	12,5507	11,7777	11,0059	10,6807	12,1228	11,6505	11,4833	11,7465	12,5134	11,393	10,8404	NaN	10,5161	11,9282	12,339	12,9292	14,7003	11,6307	13,6663	11,1078	14,1116	11,3553	12,4408	14,253	12,4351	11,9165	11,5714	11,7444	11,2197	13,7552	14,7979	13,1671	11,7133	10,9085	NaN	NaN	11,8985	11,5803	12,0196	12,1197	11,8969	11,019	11,8791	12,5068	13,1902	15,0737	12,1348	NaN	11,9727	11,9861	10,9722	13,7005	11,2486	12,3292	13,2968	11,2811	10,8881	12,0777	12,9125	11,104	12,6282	13,1023	10,8381	11,394	12,2981	11,5661	10,915	10,8345	11,4341	12,1416	11,0975	11,6372	11,746	13,1917	11,5494	11,4306	11,1449	12,2181	11,6625	11,5828	11,7176	11,0413	12,6307	10,8397	11,5368	12,1115	12,7626	9,93069	13,5976	NaN	11,6169	13,0802	11,1704	11,2797	11,8553	13,376	11,455	13,0127	NaN	11,7321	13,8061	12,1566	12,5525	12,689	NaN	12,2189	12,5372	11,7436	NaN	NaN	NaN	11,6705	12,9461	NaN	11,1144	NaN	NaN	NaN	NaN	12,607	12,657	13,175	13,2744	11,851	12,4094	NaN	NaN	13,1458	11,4003	12,1584	11,7061	11,8638	NaN	10,6295	11,0054	11,2975	NaN	11,9733	14,7401	12,2241	11,9771	10,2271	11,9363	NaN	NaN	12,0141	15,0506	12,4714	NaN	NaN	NaN	SNRPD3	P62318	P62318	SMD3_HUMAN	Small nuclear ribonucleoprotein Sm D3
13,6204	13,6059	13,4511	13,2373	13,333	13,4829	13,3486	12,557	13,0769	13,6197	13,3071	12,8746	13,3117	13,2898	13,4275	13,2486	12,3264	12,4683	13,1985	13,9175	13,5772	13,4616	NaN	13,2509	13,5384	13,2803	NaN	13,3256	13,8797	14,0242	12,9951	13,2237	13,5895	12,9105	13,271	13,4243	13,0591	12,9946	13,3559	13,2023	NaN	11,9984	13,4507	12,1046	13,0413	11,3728	12,8731	11,4645	13,4394	13,1659	13,3324	12,2558	13,1537	12,7871	13,3335	12,966	12,9938	12,8977	13,3408	13,3911	14,129	13,4911	12,8488	13,5938	13,2186	13,135	12,7368	12,8884	13,2117	13,1775	13,3569	13,2194	12,7453	12,822	12,8947	13,0119	13,0533	13,4502	13,4111	13,5665	13,3598	12,3827	12,9011	13,1386	13,5317	13,5034	13,0825	13,1087	13,1558	12,901	13,4537	NaN	13,7824	13,203	13,405	10,6133	13,3714	13,1443	12,8303	13,7708	13,54	13,8038	13,1639	13,8969	12,8229	13,1507	13,8987	13,1252	13,3789	13,2907	13,4966	12,8082	13,7169	NaN	NaN	NaN	NaN	NaN	13,1137	NaN	11,849	NaN	NaN	10,7999	NaN	13,7256	12,5099	NaN	12,4953	10,9491	13,2538	NaN	NaN	13,2917	12,5828	12,6214	13,0267	13,0186	12,8024	13,2793	12,8964	13,4974	11,5401	13,3177	12,4851	13,5324	NaN	12,9084	11,6016	NaN	12,7851	11,9191	12,6836	NaN	NaN	NaN	10,2322	ARF6	P62330	P62330	ARF6_HUMAN	ADP-ribosylation factor 6
11,4268	11,5693	10,5802	11,611	11,8047	10,8473	11,9403	11,3188	11,5233	10,9575	11,4955	11,0223	10,8867	11,3258	NaN	11,4554	10,5455	NaN	11,2175	11,443	11,5566	11,4524	NaN	10,9274	11,329	11,0239	NaN	10,8932	11,167	13,2113	11,851	11,7912	11,2274	10,9991	11,0414	11,6306	11,6879	11,6285	11,3247	11,3402	12,1099	11,6648	11,4825	11,8412	10,8722	12,1003	11,7405	11,1647	11,6026	11,287	11,8968	11,2479	11,2951	NaN	11,2852	11,0274	10,9119	11,462	11,1562	11,2001	11,7616	10,2094	10,7283	NaN	11,1111	11,437	11,9321	11,6239	10,8457	10,8238	11,3268	11,8257	10,7594	10,1772	11,3855	11,4592	11,3205	11,2477	11,272	12,0618	11,377	10,8481	10,6933	11,6632	11,3885	11,4041	12,0298	10,9754	12,0789	11,0478	11,602	11,9293	11,6175	10,6541	11,2473	11,1279	11,3992	NaN	10,95	11,3032	NaN	11,9329	10,3445	12,0298	NaN	10,9897	11,287	NaN	11,585	11,7059	10,4424	11,4421	11,321	NaN	NaN	11,4266	11,7171	NaN	NaN	11,9389	NaN	NaN	NaN	NaN	NaN	11,4118	NaN	NaN	13,1013	NaN	11,6075	NaN	NaN	11,3116	NaN	10,7123	11,4794	11,1887	10,7523	NaN	11,7286	11,4355	NaN	11,0188	12,1958	11,5409	10,3295	11,1915	10,7481	NaN	NaN	NaN	16,1137	11,3889	NaN	NaN	NaN	PSMC6	P62333	P62333	PRS10_HUMAN	26S proteasome regulatory subunit 10B
11,6171	12,0934	10,57	12,0256	13,0534	11,2124	12,2486	NaN	11,4734	10,8998	11,9953	11,7016	11,3624	11,4996	NaN	11,3787	NaN	NaN	11,3108	12,2882	12,2349	11,5842	NaN	11,043	12,2189	10,933	NaN	10,9146	11,7623	12,3521	11,9922	11,3137	11,027	11,4299	10,8809	12,1164	11,78	12,656	10,8451	11,2332	NaN	NaN	11,9987	NaN	10,5419	NaN	11,547	10,3386	11,0137	11,6121	12,8011	11,1576	11,6367	NaN	NaN	NaN	11,1524	11,7102	11,7754	11,7071	13,3494	10,7122	NaN	NaN	11,1419	10,809	11,5875	11,6758	11,4383	10,9286	12,0138	12,084	NaN	9,61985	11,403	11,7041	11,3414	11,4782	11,5862	12,1138	10,9639	10,8272	10,7037	11,9441	10,8691	10,9388	12,2417	11,4005	12,5785	10,7351	11,8911	11,9263	12,397	10,5387	11,9068	NaN	10,6258	NaN	NaN	11,0866	NaN	13,0143	9,01984	12,7538	12,6514	11,6025	13,1871	10,7729	12,2353	11,9302	11,35	NaN	11,85	NaN	NaN	NaN	NaN	NaN	12,05	NaN	NaN	10,5465	NaN	NaN	NaN	12,0412	11,5205	NaN	NaN	NaN	11,5876	NaN	NaN	11,7727	NaN	10,9327	12,2289	11,7479	NaN	NaN	11,0565	11,6001	NaN	12,2163	11,9767	11,5999	NaN	10,8896	NaN	NaN	12,4196	10,389	14,5094	NaN	12,1745	NaN	NaN	RPL7A	P62424	P62424	RL7A_HUMAN	Large ribosomal subunit protein eL8
11,3681	12,3441	11,4662	12,005	12,7559	11,5044	12,1211	NaN	11,7796	11,2294	11,6626	11,9216	12,2077	11,9801	NaN	NaN	NaN	NaN	12,3952	12,4762	12,7314	NaN	NaN	NaN	12,4795	11,7792	NaN	11,4675	NaN	13,6866	12,2656	11,5711	11,8108	NaN	12,3118	12,6397	12,3287	12,2312	11,9789	11,914	NaN	NaN	11,8249	NaN	11,7131	NaN	12,3644	NaN	11,203	11,958	11,8551	12,5904	11,1587	NaN	12,1631	NaN	11,1628	12,7512	12,2935	12,3114	10,8322	11,3114	11,3642	NaN	NaN	10,812	12,4791	12,2969	11,6968	11,525	11,5806	11,8568	NaN	12,0492	11,9708	NaN	11,4532	11,8429	11,8276	11,9749	11,577	NaN	11,0875	12,1508	11,3912	NaN	12,2592	NaN	NaN	NaN	11,5204	NaN	12,4379	10,9006	12,3339	NaN	12,0853	NaN	NaN	NaN	NaN	12,6943	11,7064	12,6988	NaN	11,2889	12,7063	NaN	12,3256	12,3108	NaN	NaN	NaN	11,0872	NaN	11,3959	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,1864	NaN	NaN	NaN	NaN	NaN	NaN	NaN	12,2326	11,5504	NaN	12,1607	11,6548	NaN	NaN	11,4928	13,0806	NaN	11,8372	13,5934	12,0937	10,5237	10,5597	11,2927	NaN	NaN	NaN	14,5691	NaN	NaN	NaN	NaN	ETF1	P62495	P62495	ERF1_HUMAN	Eukaryotic peptide chain release factor subunit 1
12,1818	12,8259	10,2938	12,5114	13,834	11,9592	13,289	10,6874	11,6129	11,448	12,0673	11,8139	11,3988	11,6982	12,0731	NaN	10,7658	NaN	11,6485	12,607	12,9039	13,2555	15,0913	10,9191	12,7831	11,0881	12,4743	11,293	11,7409	13,5909	12,2007	12,299	11,2423	11,6231	11,8153	12,4034	12,4736	13,0048	11,4463	11,3124	10,3693	9,97963	12,1646	11,3967	9,77396	10,542	11,2312	9,98207	11,6053	12,2045	13,3327	11,441	10,5996	12,6084	10,8324	10,9742	11,5362	12,0664	11,1181	12,1251	13,6722	10,9106	10,5724	10,6728	12,8012	11,1445	11,9554	12,8144	11,2318	11,7844	12,1511	12,8533	10,0457	10,3038	11,454	11,7935	11,2729	12,0912	11,8725	13,9939	10,9971	11,298	10,9876	12,823	11,3553	11,7656	12,7816	11,9209	13,1906	NaN	12,5801	11,4164	12,8108	NaN	12,6742	9,7591	11,4167	11,9583	11,8512	11,4384	11,2742	13,4851	10,1094	13,2036	12,5787	12,3115	13,5455	13,0419	12,6848	12,387	12,7432	11,151	NaN	NaN	10,8667	10,4318	NaN	NaN	12,6473	NaN	10,5289	NaN	NaN	NaN	11,0473	12,2412	11,6049	NaN	11,6592	NaN	12,0696	NaN	10,0941	12,3475	10,8549	12,4919	12,6614	12,0368	NaN	NaN	10,8415	11,725	10,2944	11,9873	11,1914	12,9828	10,0719	11,9864	10,4314	10,2794	NaN	NaN	12,1482	NaN	10,9644	NaN	NaN	RPS4X	P62701	P62701;Q8TD47	RS4X_HUMAN	Small ribosomal subunit protein eS4, X isoform
11,8894	12,4444	11,4206	12,3171	12,1169	11,7929	12,4971	12,2505	11,8793	11,6921	12,3464	11,4521	11,4922	12,3484	12,0757	11,7538	12,848	11,9544	11,4889	12,4214	12,1619	12,0714	13,8916	12,4843	12,3064	12,3297	NaN	11,8955	12,9046	13,1007	13,0761	12,4382	11,9054	12,5276	11,9204	12,4396	13,6184	12,9353	12,1315	11,8571	NaN	11,681	11,8644	11,0361	11,3769	NaN	11,5507	NaN	12,3589	11,615	13,0959	13,5769	11,3667	10,9969	11,8275	11,2632	11,7834	11,5591	11,3992	13,3093	13,0091	11,7511	11,4772	NaN	12,9738	12,0872	13,1205	13,6224	11,7102	11,9445	12,1645	12,277	11,335	11,3745	12,037	11,9603	11,6261	12,1995	12,1249	13,9599	12,1814	11,3032	12,5511	13,6373	11,9545	13,1359	12,3927	11,8615	13,0499	12,2551	12,2033	NaN	13,1799	11,255	12,0881	NaN	11,4291	12,515	11,1259	12,3933	NaN	13,3936	11,3612	12,8703	NaN	11,7037	13,2666	14,4199	13,0239	13,8111	NaN	12,0101	13,1773	NaN	NaN	NaN	NaN	NaN	12,6873	NaN	NaN	12,2958	NaN	NaN	NaN	12,724	11,6694	12,9915	NaN	NaN	11,9219	NaN	NaN	12,8136	NaN	NaN	12,1552	12,1246	NaN	11,0127	11,5048	11,3287	NaN	12,2692	13,4202	12,8606	NaN	12,1494	NaN	NaN	12,545	NaN	14,2754	NaN	NaN	NaN	NaN	PPP2CA;PPP2CB	P62714;P67775	P62714;P67775	PP2AA_HUMAN;PP2AB_HUMAN	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform
13,3355	13,0755	11,1383	13,0999	13,8981	12,9128	13,0804	12,4224	12,4754	11,7967	14,0371	12,2396	11,2028	12,5176	NaN	12,1017	12,1241	11,9001	12,8413	13,7407	13,3504	14,4016	NaN	NaN	13,7523	11,6906	NaN	11,914	12,8901	13,3231	13	13,1701	11,7752	12,4337	12,1125	12,7771	13,6627	13,9427	12,0939	12,139	NaN	NaN	13,4165	11,0138	12,5479	NaN	12,3713	NaN	11,6233	13,0948	14,4463	12,3712	12,0903	12,9371	12,1363	11,1587	12,198	13,6003	12,4241	12,0561	14,1872	11,7675	11,6979	12,4674	13,5601	11,9998	12,7246	13,4195	NaN	12,4621	12,8971	13,4491	11,2072	9,83923	12,2647	12,6244	11,936	12,3732	12,863	14,2913	11,2262	11,8916	11,5988	13,7333	11,7425	12,3691	13,7817	11,6915	13,9833	11,66	13,435	NaN	13,8886	11,0333	12,9451	NaN	12,2261	12,6434	11,9207	12,7732	12,7586	14,3793	11,8567	13,0395	13,7862	12,5825	14,3693	13,8694	13,3259	13,904	13,7658	12,1686	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	11,5232	NaN	NaN	NaN	13,4816	12,1102	NaN	NaN	NaN	12,9007	NaN	11,369	12,938	NaN	NaN	13,6671	12,8078	NaN	NaN	10,2416	13,1819	NaN	12,5587	11,5906	13,6478	NaN	12,6583	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	RPL23A	P62750	P62750	RL23A_HUMAN	Large ribosomal subunit protein uL23
12,6271	13,0197	11,3591	13,1217	14,0389	12,5379	14,2597	12,5594	11,734	11,8821	12,9318	12,0328	11,4415	12,3956	12,3089	11,5353	NaN	12,1588	11,9135	12,5558	13,2069	13,956	14,3266	12,2158	13,4986	11,4081	NaN	11,7479	12,5025	13,8426	11,5401	13,2174	12,4127	12,6131	12,0941	13,5543	13,3527	13,2666	12,8601	11,6487	NaN	NaN	12,7363	NaN	NaN	NaN	12,3221	NaN	12,0908	12,459	14,157	12,6445	11,8003	13,2064	NaN	NaN	11,8189	13,0411	12,7825	12,5103	14,006	11,6058	11,8801	NaN	12,5045	11,9412	12,915	13,7982	12,2841	12,6127	12,8323	13,1365	10,904	11,1359	12,4485	13,0316	12,5231	12,7516	12,7787	14,823	11,9721	12,2656	12,2086	13,073	11,9482	12,3899	13,3623	12,5624	14,3156	11,8786	13,2781	NaN	13,3262	11,8507	13,085	NaN	11,9414	12,9815	NaN	12,1893	12,1248	14,1253	10,1283	13,2863	13,4606	12,482	13,9735	12,341	12,9251	12,8117	13,1761	11,3022	NaN	NaN	NaN	NaN	NaN	NaN	12,6188	NaN	NaN	NaN	NaN	NaN	NaN	12,9407	12,5728	NaN	NaN	NaN	12,2271	NaN	NaN	12,5226	NaN	13,074	13,6255	12,5829	NaN	NaN	NaN	11,7709	NaN	12,4676	NaN	12,8647	NaN	11,7185	NaN	NaN	12,5607	NaN	NaN	NaN	NaN	NaN	NaN	RPS6	P62753	P62753	RS6_HUMAN	Small ribosomal subunit protein eS6
18,4741	19,8127	16,6974	17,7479	18,7933	17,3396	20,9267	18,1564	18,2804	17,52	18,2376	17,6612	16,7981	18,4734	16,9798	16,7508	16,9048	16,4048	16,9675	18,9537	20,0586	18,3017	17,7475	17,6843	19,4517	16,769	18,643	16,8466	17,5886	19,1839	18,9719	18,8929	18,4033	18,2198	15,7599	22,3096	22,525	20,0388	17,0287	17,9847	17,562	12,8835	18,3034	16,6898	14,965	17,5301	17,207	16,0554	16,7217	19,5867	18,8898	20,2156	16,4825	18,5426	17,5501	15,2973	17,7507	18,9538	17,5829	18,3161	20,289	17,2266	16,5214	15,9391	18,3089	16,6913	18,0046	19,666	17,0947	18,4905	19,9701	19,3409	16,8876	16,3389	17,5648	18,1952	17,9792	18,2524	18,3128	19,3495	16,9799	17,112	17,3584	19,0052	16,7372	18,2981	18,3911	18,5958	18,3513	16,5212	18,4068	19,54	19,0403	16,6549	20,8692	14,9228	16,6755	20,3485	18,3229	18,1029	17,1577	20,8646	15,1996	21,1366	18,538	18,907	20,0834	18,5189	19,6793	18,5989	19,4918	18,2585	18,7213	15,7925	15,8103	16,2643	16,0901	17,5619	19,1877	15,9574	17,0502	17,8232	15,3736	14,7447	16,8703	18,9323	19,0251	19,4051	18,8435	16,5668	18,7259	15,2907	17,101	19,2344	16,0519	16,19	18,5834	19,0898	16,081	16,8968	18,0795	17,7448	15,9353	17,353	23,0145	17,8113	14,689	16,1248	15,6314	14,6875	17,8566	18,2054	20,621	19,5709	15,6879	13,0825	13,6922	H4C1	P62805	P62805	H4_HUMAN	Histone H4
16,6018	16,5911	15,7957	16,4341	16,3609	16,6344	16,651	16,6976	16,2312	16,2985	16,4442	15,9783	15,9292	16,4551	16,5305	16,2527	15,9259	16,0418	16,1904	16,4489	16,3889	16,3384	17,0035	16,5465	16,6655	16,66	17,1748	16,4606	16,5976	17,0773	16,8368	16,5819	16,4411	16,3645	16,5237	16,437	16,903	16,2112	16,656	16,6284	15,8359	15,9922	16,5803	15,1844	15,9967	14,997	16,601	15,7784	16,5295	16,2922	16,5513	16,959	16,4363	16,4885	16,3201	15,9881	16,1852	16,745	16,2979	16,8122	17,3923	16,6183	16,3188	15,4794	16,2799	16,3511	16,5494	16,6078	16,4431	16,6723	16,5111	16,1065	15,9279	15,984	16,2999	16,7857	16,4516	16,575	16,4942	16,9675	16,5755	16,8623	16,854	16,9993	16,3409	16,4014	16,5027	16,5607	17,0267	16,3991	16,9257	14,9666	16,6609	16,335	16,68	15,6936	16,7265	16,1449	16,5081	17,114	16,9038	16,8432	16,2075	16,9435	16,7333	16,1612	17,029	16,722	16,6528	16,4697	16,5636	15,8936	16,2012	14,4037	14,7132	15,201	14,0598	14,9032	16,457	14,9264	14,7759	15,3671	14,6913	14,5293	15,0502	16,949	16,0775	16,2769	16,3872	15,7793	16,5661	14,9852	15,6572	16,8354	16,0502	16,5525	16,3401	16,3502	16,3004	16,0207	16,2149	16,0921	15,1779	16,3013	16,4998	16,6175	15,2204	16,3692	14,9561	13,4868	16,6501	14,778	17,3075	15,2955	12,323	11,9816	14,41	RAB1A	P62820	P62820;Q9H0U4	RAB1A_HUMAN	Ras-related protein Rab-1A
13,4635	13,4768	13,1445	13,6112	14,0092	13,4865	13,7775	14,7259	13,3225	13,0411	13,1436	13,3712	13,4924	13,1275	14,2476	13,5748	14,0241	13,5606	13,4133	13,9733	13,8999	14,2343	14,026	13,4224	14,2056	13,3567	15,0434	13,0753	13,8154	13,1716	14,731	13,6781	13,3834	13,283	13,2639	13,6473	14,1784	14,5232	13,4179	13,8357	NaN	13,3951	13,1572	13,4555	12,2589	13,7798	13,778	12,4356	13,3275	13,9368	14,1426	15,4727	13,6022	14,3366	13,5896	13,3205	13,5744	13,2779	13,1854	13,7726	14,5858	12,8987	13,2539	13,9881	13,8981	12,8642	14,2447	13,9148	13,4972	13,9752	13,655	13,4053	12,8794	12,4284	13,6167	14,0466	13,0178	13,4211	13,416	14,6196	13,339	13,8543	12,9636	14,4062	13,1177	13,3368	13,543	13,4631	14,3007	13,2997	13,3768	14,4055	14,0272	13,0349	14,3356	NaN	13,6846	14,3813	13,6126	13,7738	13,8453	14,6819	13,3034	14,3201	14,2865	13,3703	14,6409	14,8403	14,2561	14,5099	15,3054	13,656	14,1476	14,5137	13,8921	14,3843	NaN	13,0348	14,3052	NaN	NaN	12,86	12,9716	12,1946	13,8498	13,853	14,0852	14,4095	14,7137	NaN	14,0421	NaN	12,8989	14,356	NaN	14,1964	13,5095	13,2883	14,1912	NaN	13,2818	13,8292	NaN	13,8597	14,2425	13,9557	13,775	13,1106	13,7401	NaN	13,7594	14,2177	14,5617	12,7024	14,2324	NaN	12,9744	RAN	P62826	P62826	RAN_HUMAN	GTP-binding nuclear protein Ran
15,88	15,816	15,6403	15,5471	15,228	15,5551	15,6175	15,7323	15,8154	15,3388	15,2465	15,6133	15,3714	15,5956	16,0846	15,209	15,1779	15,1382	15,7797	16,3245	15,4291	15,8178	15,5525	15,5542	15,702	15,3823	17,1702	15,2151	16,1029	14,5362	16,2664	14,8496	15,9179	16,028	15,6623	15,9032	16,2261	15,2507	15,5971	15,5726	16,5945	15,1721	15,6428	15,1017	15,6635	16,9067	15,502	14,5003	15,8911	15,5978	15,7969	16,1339	15,5954	15,5153	15,7243	15,427	15,4484	15,8316	15,8066	16,1936	16,0559	15,6548	15,6593	15,1211	15,6619	15,5823	15,5597	16,0752	15,5228	16,6988	15,7043	15,4261	15,3496	15,278	15,0679	15,9491	15,6186	15,77	15,6934	16,8088	16,1919	16,137	15,7026	15,832	14,6923	15,9348	15,5025	15,8435	15,8289	15,552	15,6292	15,7818	16,3444	15,6334	16,179	13,8646	15,7511	15,0921	15,8129	16,11	16,0606	15,5043	15,6139	15,7018	15,6243	15,4588	16,2648	15,9551	15,2225	15,877	15,8	14,7535	15,5553	12,7283	13,3202	14,0495	14,7638	13,5192	14,8724	14,1461	14,3485	14,3296	13,1458	13,0887	12,8576	16,3917	14,6307	15,1938	14,5299	13,6961	15,8579	13,457	13,6363	15,4273	15,157	15,4445	15,1444	14,9578	15,7157	15,2515	15,8844	15,7967	14,4471	15,3379	16,3865	15,4963	13,94	15,1115	14,9676	12,9306	15,278	15,0726	15,4426	15,2675	13,957	14,7044	13,7492	RAP1A	P62834	P61224;P62834	RAP1A_HUMAN	Ras-related protein Rap-1A
12,1425	13,0588	11,6138	12,2456	13,467	12,1153	12,1101	11,8753	11,8555	11,4246	13,8399	12,1041	10,8696	12,6349	12,1095	11,5902	NaN	NaN	12,3973	12,622	12,5608	12,1834	NaN	11,8039	12,8275	11,7559	14,1723	11,2898	12,7612	12,5009	13,0446	12,692	11,6026	11,913	12,4986	13,0848	14,1008	13,186	11,7432	11,8433	NaN	NaN	12,0026	NaN	12,3398	NaN	NaN	NaN	11,7223	12,8243	13,5361	12,8905	11,8717	13,1788	NaN	NaN	12,1367	12,7861	11,6212	12,425	13,2572	11,2211	NaN	NaN	13,2685	11,6316	12,4593	12,7291	11,6889	12,3129	12,3499	12,2695	11,0832	10,8727	11,7419	12,6509	12,1033	11,9189	12,0144	12,8753	11,066	11,8924	11,4209	12,8072	11,4827	12,3128	12,4125	12,0908	12,7617	12,1315	13,1444	12,7913	13,7412	11,1229	12,8523	NaN	11,4017	12,8296	NaN	12,2467	12,4119	13,122	11,465	13,3228	13,4967	12,3929	13,6389	NaN	12,0027	13,1539	13,3521	11,5522	12,854	NaN	NaN	11,5001	NaN	NaN	12,5734	NaN	NaN	NaN	NaN	NaN	NaN	12,5288	NaN	NaN	NaN	NaN	12,183	NaN	NaN	12,7634	NaN	12,2247	12,9905	11,7059	NaN	NaN	11,5615	12,3715	NaN	12,6632	12,159	12,3452	NaN	12,4266	11,0529	NaN	NaN	NaN	11,5391	NaN	NaN	NaN	NaN	RPS25	P62851	P62851	RS25_HUMAN	Small ribosomal subunit protein eS25
12,0636	13,4019	11,2808	12,7596	13,9906	11,768	12,4125	NaN	12,4915	11,8121	14,1209	11,8986	11,4449	12,4959	11,5907	11,9113	12,2872	12,4575	11,5935	12,2401	12,6075	NaN	17,2518	11,9098	13,8714	11,8382	NaN	11,749	11,8561	14,723	12,8914	12,0545	11,6434	11,9984	11,9012	13,2954	13,5457	12,3558	12,1767	11,5392	NaN	10,0636	13,1125	11,968	13,1253	NaN	13,078	12,0888	11,7715	13,377	14,3627	13,0184	11,9651	14,2178	12,1538	12,3079	11,8088	13,5219	12,4307	12,0906	12,1773	11,3754	11,8307	11,7435	13,5965	11,1004	12,6944	12,2194	12,2608	12,4544	12,6986	12,5229	10,8319	11,2671	11,9834	NaN	11,4501	12,493	12,3257	12,2558	10,9934	NaN	12,0936	12,2665	11,5565	11,1691	13,1148	11,3837	NaN	12,0252	12,5562	11,6498	13,8685	11,0594	13,8251	12,3113	11,7252	13,6259	11,8545	11,981	11,4711	13,005	11,0366	13,0405	NaN	12,026	12,9799	NaN	12,798	12,7062	NaN	11,3371	12,1497	15,7011	15,9609	13,1299	12,3492	13,7784	12,2181	12,5965	14,1604	12,6865	15,0842	14,6041	13,7608	12,9651	13,4585	NaN	14,0081	13,0569	12,6562	NaN	14,0312	12,296	11,4393	NaN	13,3965	12,3276	NaN	NaN	11,4147	11,648	11,4515	11,9453	12,1745	12,2092	15,7185	12,1051	13,9872	NaN	NaN	15,6339	12,9551	12,376	NaN	10,9541	14,4099	RPS28	P62857	P62857	RS28_HUMAN	Small ribosomal subunit protein eS28
